show_id,type,title,director,casts,country,release_year,rating,duration,listed_in,description,Date_added_converted
s3533,MOVIE,"EE NAGARANIKI EMAINDI","THARUN BHASCKER","VISHWAKSEN NAIDU, SUSHANTH REDDY, ABHINAV GOMATAM, VENKATESH KAKUMANU, ANISHA AMBROSE, SIMRAN CHOUDHARY",INDIA,2018,TV-14,"133 min","Comedies, Independent Movies, International Movies","In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.",2019-09-06
s1296,MOVIE,"EEB ALLAY OOO!","PRATEEK VATS","SHARDUL BHARDWAJ, NUTAN SINHA, SHASHI BHUSHAN, MAHINDER NATH, NITIN GOEL, NAINA SAREEN",INDIA,2019,TV-MA,"97 min","Comedies, Dramas, Independent Movies","Hired as a monkey repeller upon moving to Delhi, a young man struggles to find his footing in his unenviable job and his place in the unforgiving world.",2021-02-18
s6667,MOVIE,EEDA,AJITHKUMAR,"SHANE NIGAAM, NIMISHA SAJAYAN, MANIKANDAN R. ACHARI, ALENCIER LEY LOPEZ, SUJITH SANKAR, P. BALACHANDRAN, SUDHI KOPPA",INDIA,2018,TV-14,"153 min","Dramas, International Movies, Romantic Movies","Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.",2018-09-15
s3639,MOVIE,EERIE,"MIKHAIL RED","BEA ALONZO, JAKE CUENCA, MAXENE MAGALONA, CHARO SANTOS, MARY JOY APOSTOL, GABBY PADILLA, GILLIAN VICENCIO","PHILIPPINES, SINGAPORE",2019,TV-14,"100 min","Horror Movies, International Movies","When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.",2019-07-26
s1614,MOVIE,"EFFIE GRAY","RICHARD LAXTON","DAKOTA FANNING, EMMA THOMPSON, JULIE WALTERS, DAVID SUCHET, DEREK JACOBI, JAMES FOX, ROBBIE COLTRANE, CLAUDIA CARDINALE, GREG WISE, TOM STURRIDGE","UNITED KINGDOM",2014,PG-13,"109 min","Dramas, International Movies, Romantic Movies","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out.",2020-12-01
s5976,MOVIE,"ÉG MAN ÞIG","ÓSKAR THÓR AXELSSON","JÓHANNES HAUKUR JÓHANNESSON, ÁGÚSTA EVA ERLENDSDÓTTIR, ELMA STEFANIA AGUSTSDOTTIR, THOR KRISTJANSSON, ANNA GUNNDÍS GUÐMUNDSDÓTTIR, SARA DÖGG ÁSGEIRSDÓTTIR, ÞRÖSTUR LEÓ GUNNARSSON, JÓHANN SIGURÐARSON, SVEINN GEIRSSON, ARNAR PÁLL HARÐARSON",ICELAND,2017,TV-MA,"106 min","Horror Movies, International Movies","Young urbanites renovating a rundown house, and a psychiatrist grieving his son's disappearance, are connected to a supernatural, decades-old secret.",2018-03-27
s1526,MOVIE,"EGGNOID: LOVE & TIME PORTAL","NAYA ANINDITA","MORGAN OEY, SHEILA DARA, LUNA MAYA, KEVIN JULIO, ANGGIKA BOLSTERLI, REZA NANGIN, MARTIN ANUGRAH, FATIH UNRU",INDONESIA,2019,TV-14,"102 min","Dramas, International Movies, Romantic Movies","Sent from the future to look after a lonely girl, Eggy finds himself falling for her. But dating is forbidden and would risk both their fates.",2020-12-17
s6668,MOVIE,"EH JANAM TUMHARE LEKHE","HARJIT SINGH","PAVAN MALHOTRA, SUDHANSHU AGGARWAL, ARJUNA BHALLA, AVRINDER KAUR, ARVINDER BHATTI, MASTER YUVRAJ, JAI BHARTI, GAGANDEEP SINGH",INDIA,2015,TV-14,"124 min","Dramas, International Movies","Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity.",2017-12-01
s5721,"TV SHOW","EINSATZGRUPPEN: THE NAZI DEATH SQUADS",NULL,"PAUL BANDEY",FRANCE,2009,TV-MA,"1 Season","Docuseries, International TV Shows","This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe.",2016-11-10
s2502,MOVIE,"EITHER ME OR MY AUNTIE","SAEED HAMED","MOHAMED HENEDI, DONIA SAMIR GHANIM, HASSAN HOSNY, FADIA ABDEL GHANY, ALAA MORSY, LOTFY LABIB, NABIL ISSA, HATEM JAMEL, ALAA ZINHOM, HALA SARHAN",EGYPT,2006,TV-PG,"105 min","Comedies, International Movies","A musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more.",2020-05-19
s6669,MOVIE,"EK CUP CHYA","SUMITRA BHAVE, SUNIL SUKTHANKAR","KISHORE KADAM, ASHWINI GIRI, KAMAL DESAI, DEVIKA DAFTARDAR, SUNIL SUKTHANKAR, SHRIRAM RANADE, PADMANABH BIND",INDIA,2009,TV-PG,"120 min","Dramas, Independent Movies, International Movies","A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.",2018-03-15
s6670,MOVIE,"EK HASINA THI","SRIRAM RAGHAVAN","SAIF ALI KHAN, URMILA MATONDKAR, SEEMA BISWAS, PRATIMA KAZMI, ADITYA SRIVASTAVA, RASIKA JOSHI, MADAN JOSHI, SEEMA ADHIKARI",INDIA,2004,TV-MA,"134 min","Dramas, International Movies, Thrillers","Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",2019-08-01
s5297,MOVIE,"EK JAAN HAIN HUM","RAJIV MEHRA","RAJIV KAPOOR, DIVYA RANA, SHAMMI KAPOOR, TANUJA, KIRAN VAIRALE, RAKESH BEDI, GULSHAN GROVER, MONTY SHARMA",INDIA,1983,TV-14,"151 min","Dramas, International Movies, Music & Musicals","While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.",2017-09-01
s3912,MOVIE,"EK KHILADI EK HASEENA","SUPARN VERMA","KOENA MITRA, FARDEEN KHAN, KAY KAY MENON, MUMAIT KHAN, RAKHI SAWANT, FEROZ KHAN, ZABYN KHAN, ROHIT ROY, GULSHAN GROVER, AMIN HAJEE",INDIA,2005,TV-14,"141 min","International Movies, Music & Musicals, Thrillers","Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted.",2019-04-15
s3951,MOVIE,"EK LADKI KO DEKHA TOH AISA LAGA","SHELLY CHOPRA DHAR","ANIL KAPOOR, SONAM KAPOOR, RAJKUMMAR RAO, JUHI CHAWLA, ABHISHEK DUHAN, REGINA CASSANDRA, MADHUMALTI KAPOOR, SEEMA PAHWA, BRIJENDRA KALA, ALKA BADOLA KAUSHAL",INDIA,2019,TV-14,"120 min","Comedies, Dramas, International Movies","As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves.",2019-04-02
s4566,MOVIE,"EK MAIN AUR EKK TU","SHAKUN BATRA","KAREENA KAPOOR, IMRAN KHAN, BOMAN IRANI, RAM KAPOOR, RATNA PATHAK SHAH, ZENOBIA SHROFF, SONIYA MEHRA, AKSHAT VERMA, DANA LEWIS, RAJESH KHATTAR",INDIA,2012,TV-14,"106 min","Comedies, International Movies, Romantic Movies","Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.",2018-10-01
s2606,MOVIE,"EKŞI ELMALAR","YILMAZ ERDOĞAN","YILMAZ ERDOĞAN, FARAH ZEYNEP ABDULLAH, SONGÜL ÖDEN, ŞÜKRAN OVALI, DEVRIM YAKUT, ŞÜKRÜ ÖZYILDIZ, FATIH ARTMAN, CEZMI BASKIN, CANER CINDORUK, ERSIN KORKUT",TURKEY,2016,TV-PG,"109 min","Dramas, International Movies","In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",2020-04-29
s6672,"TV SHOW","EL BARCO",NULL,"JUANJO ARTERO, MARIO CASAS, BLANCA SUÁREZ, IRENE MONTALÀ, LUIS CALLEJO, NEUS SANZ, JUAN PABLO SHUK, IVAN MASSAGUÉ, MARINA SALAS, BERNABÉ FERNÁNDEZ, JAVIER HERNÁNDEZ, PATRICIA ARBÚES, DAVID SEIJO, GISELLE CALDERÓN",SPAIN,2013,UR,"3 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.",2017-07-01
s5130,MOVIE,"EL CAMINO CHRISTMAS","DAVID E. TALBERT","JESSICA ALBA, TIM ALLEN, DAX SHEPARD, VINCENT D'ONOFRIO, LUKE GRIMES, KURTWOOD SMITH, MICHELLE MYLETT","UNITED STATES",2017,TV-MA,"89 min","Comedies, Dramas","Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve.",2017-12-08
s3429,MOVIE,"EL CAMINO: A BREAKING BAD MOVIE","VINCE GILLIGAN","AARON PAUL","UNITED STATES",2019,TV-MA,"123 min","Dramas, Thrillers","Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by "Breaking Bad" creator Vince Gilligan, starring Aaron Paul.",2019-10-11
s6673,"TV SHOW","EL CARTEL",NULL,"MANOLO CARDONA, KAREN MARTÍNEZ, ROBINSON DÍAZ, DIEGO CADAVID, FERNANDO SOLÓRZANO, JULIAN ARANGO, SANDRA REYES, JUAN PABLO RABA, FERNANDO ARÉVALO",COLOMBIA,2008,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.",2018-08-24
s6674,"TV SHOW","EL CARTEL 2",NULL,"DIEGO CADAVID, ROBINSON DÍAZ, PATRICIA MANTEROLA, CAROLINA GUERRA, JOHN ÁLEX TORO, LUIS EDUARDO ARANGO, ALEJANDRO MARTÍNEZ, JUAN SEBASTIÁN ARAGÓN, VÍCTOR MALLARINO, SANTIAGO MOURE, CARLOS ECHAVARRÍA, JOHN GERTZ",COLOMBIA,2010,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.",2018-08-24
s4751,"TV SHOW","EL CHAPO",NULL,"MARCO DE LA O, HUMBERTO BUSTO, ALEJANDRO AGUILAR, RODRIGO ABED, LUIS FERNANDO PEÑA, JUAN CARLOS OLIVAS, ROLF PETERSEN, CARLOS HERNAN ROMO, HÉCTOR HOLTEN, DIEGO VÁSQUEZ, TETÉ ESPINOZA, LUIS RÁBAGO, DOLORES HEREDIA, CRISTINA MICHAUS, VALENTINA ACOSTA, JULIETTE PARDAU, ABRIL SCHREIBER","MEXICO, UNITED STATES",2018,TV-MA,"3 Seasons","Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín "El Chapo" Guzmán.",2018-07-27
s6675,"TV SHOW","EL CHAVO",NULL,"ROBERTO GÓMEZ BOLAÑOS, MARÍA ANTONIETA DE LAS NIEVES, CARLOS VILLAGRÁN, FLORINDA MEZA GARCÍA, ANGELINES FERNÁNDEZ ABAD, RUBÉN AGUIRRE FUENTES, EDGAR VIVAR, RAMÓN GÓMEZ VALDEZ DE CASTILLO",MEXICO,1979,TV-PG,"1 Season","Classic & Cult TV, Kids' TV, Spanish-Language TV Shows","El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Doña Florinda, Don Ramón and Professor Jirafales.",2017-12-31
s6676,MOVIE,"EL CHE","MATÍAS GUEILBURT","PACO IGNACIO TAIBO II",VENEZUELA,2017,TV-14,"119 min","Documentaries, International Movies","Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto "Che" Guevara and sheds new light on the revolutionary.",2017-10-15
s1322,"TV SHOW","EL CHEMA",NULL,"MAURICIO OCHMANN, MARIANA SEOANE, JULIO BRACHO, SERGIO BASAÑEZ, ITATÍ CANTORAL, JORGE LUIS VÁZQUEZ",MEXICO,2016,TV-MA,"1 Season","Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.",2021-02-11
s6677,"TV SHOW","EL CLON",NULL,"MAURICIO OCHMANN, SANDRA ECHEVERRÍA, SAÚL LISAZO, ROBERTO MOLL, GERALDINE ZIVIC, ANDREA LÓPEZ, JUAN PABLO RABA, DANIEL LUGO","UNITED STATES",2010,TV-14,"1 Season","Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone.",2017-05-18
s4767,MOVIE,"EL CLUB DE LOS BUENOS INFIELES",NULL,"RAÚL FERNÁNDEZ, FELE MARTÍNEZ, JUANMA CIFUENTES, HOVIK KEUCHKERIAN, ALBERT RIBALTA, JORDI VILCHES, ADRIÁN LASTRA, RAQUEL SALVADOR, MARTA BRUCART, BETSY TURNEZ",SPAIN,2018,TV-MA,"85 min","Comedies, International Movies","Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.",2018-07-19
s4355,MOVIE,"EL CLUB DE LOS INSOMNES","JOSEDUARDO GIORDANO, SERGIO GOYRI JR.","CASSANDRA CIANGHEROTTI, LEONARDO ORTIZGRIS, ALEJANDRA AMBROSI, ALEXANDRA DE LA MORA, MÓNICA DIONNE, SERGIO GOYRI, FERNANDO BECERRIL, HUMBERTO BUSTO, MARCO MÉNDEZ, ALEJANDRA URDIAÍN, KHRISTIAN CLAUSEN, FERNANDO LUJÁN",MEXICO,2018,TV-MA,"82 min","Dramas, International Movies","An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.",2018-11-30
s3749,"TV SHOW","EL DESCONOCIDO",NULL,"GUILLERMO IVÁN, CÉSAR MANJARREZ, ESTRELLA SOLÍS, LILIANA MORENO, MARCO URIEL, MARIO ZARAGOZA, FERNANDO SARFATTI, JOSÉ ÁNGEL BICHIR, PATY BLANCO, PÍA SANZ, SCARLET GRUBER, PAKEY VÁZQUEZ, IVONNE MONTERO",NULL,2019,TV-MA,"2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.",2019-06-14
s2670,"TV SHOW","EL DRAGÓN: RETURN OF A WARRIOR",NULL,"SEBASTIÁN RULLI, RENATA NOTNI, ROBERTO MATEOS, IRINA BAEVA, CASSANDRA SÁNCHEZ NAVARRO, MANUEL BALBI, JAVIER GÓMEZ, ALEJANDRO ÁVILA, SOFÍA CASTRO, JUAN PABLO GIL",MEXICO,2020,TV-MA,"2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","To replace his grandfather as head of a cartel, a Tokyo financier returns to his home country of Mexico, where he must battle two rivals for control.",2020-04-17
s5225,MOVIE,"EL ESPECIAL DE ALEX FERNÁNDEZ, EL ESPECIAL","JAN SUTER","ALEX FERNÁNDEZ",MEXICO,2017,TV-MA,"52 min","Stand-Up Comedy","From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",2017-10-13
s6678,MOVIE,"EL FIN DE ETA","JUSTIN WEBSTER",NULL,SPAIN,2017,TV-14,"106 min","Documentaries, International Movies","This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years.",2017-04-08
s1269,"TV SHOW","EL FINAL DEL PARAÍSO",NULL,"CARMEN VILLALOBOS, CATHERINE SIACHOQUE, FABIÁN RÍOS, GREGORIO PERNÍA, KIMBERLY REYES, STEPHANÍA DUQUE, ELIANIS GARRIDO, CAROLINA GAITÁN, JUAN PABLO URREGO, JUAN PABLO GAMBOA","UNITED STATES, COLOMBIA",2019,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In Colombia, the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network.",2021-02-25
s2371,MOVIE,"EL LÍMITE INFINITO","PABLO AULITA","JEAN MAGGI",NULL,2020,TV-PG,"48 min","Documentaries, International Movies, Sports Movies","From early struggles to his climb up the Himalayas, Jean Maggi gets profiled in this documentary that highlights his advancement of adaptive sports.",2020-06-18
s3484,"TV SHOW","EL MARGINAL",NULL,"JUAN MINUJÍN, MARTINA GUSMAN, GERARDO ROMANO, CLAUDIO RISSI, CARLOS PORTALUPPI, NICOLÁS FURTADO, CRISTINA BANEGAS, ABEL AYALA",ARGENTINA,2019,TV-MA,"3 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","While investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.",2019-09-27
s141,MOVIE,"EL PATRÓN, RADIOGRAFÍA DE UN CRIMEN","SEBASTIÁN SCHINDEL","JOAQUÍN FURRIEL, LUIS ZIEMBROWSKI, GUILLERMO PFENING, MÓNICA LAIRANA, GERMÁN DE SILVA, VICTORIA RAPOSO, ANDREA GARROTE","ARGENTINA, VENEZUELA",2014,TV-MA,"100 min","Dramas, International Movies, Thrillers","A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.",2021-09-01
s3092,MOVIE,"EL PEPE, A SUPREME LIFE","EMIR KUSTURICA","JOSÉ MUJICA, EMIR KUSTURICA","ARGENTINA, URUGUAY, SERBIA",2018,TV-14,"73 min","Documentaries, International Movies","In this intimate documentary, former Uruguayan President José "Pepe" Mujica talks about lessons he learned while in prison, his ideals and the future.",2019-12-27
s4214,MOVIE,"EL POTRO: UNSTOPPABLE","LORENA MUNOZ","JIMENA BARÓN, RODRIGO ROMERO, DIEGO CREMONESI, DANIEL ARÁOZ, MALENA SÁNCHEZ, JULIETA VALLINA, FLORENCIA PEÑA, SIMJA DUJOV, ADAN OTERO, FERNÁN MIRÁS",NULL,2018,TV-MA,"122 min","Dramas, International Movies, Music & Musicals","Argentine cuarteto singer Rodrigo "El Potro" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life.",2019-01-04
s2709,"TV SHOW","EL REEMPLAZANTE",NULL,"IVÁN ÁLVAREZ DE ARAYA, BLANCA LEWIN, KARLA MELO, SEBASTIÁN AYALA, ROBERTO FARÍAS, SERGIO HERNÁNDEZ",CHILE,2013,TV-MA,"2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Dramas","A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.",2020-04-04
s3266,MOVIE,"EL SENDERO DE LA ANACONDA","ALESSANDRO ANGULO","WADE DAVIS, MARTIN VON HILDEBRAND",COLOMBIA,2019,TV-14,"74 min","Documentaries, International Movies","In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries.",2019-11-15
s2600,"TV SHOW","EL SEÑOR DE LOS CIELOS",NULL,"RAFAEL AMAYA, XIMENA HERRERA, ROBINSON DÍAZ, RAÚL MÉNDEZ, GABRIEL PORRAS, CARMEN VILLALOBOS, MAURICIO OCHMANN, FERNANDA CASTILLO, MARLENE FAVELA, CARMEN AUB, MARITZA RODRÍGUEZ","UNITED STATES, MEXICO, COLOMBIA",2019,TV-MA,"7 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.",2020-04-30
s2790,MOVIE,"EL SILENCIO ES BIENVENIDO","GABRIELA GARCÍA RIVAS","EILEEN YÁÑEZ, JORGE LUIS MORENO, DANIELA NEWTON, ANDREA NEWTON, LUIS EDUARDO YEE, ENRIQUE MEDINA, ROBERTO FIESCO",MEXICO,2017,TV-14,"95 min","Dramas, Independent Movies, International Movies","As a teen languishes during a spiritless road trip, she learns of the troubles in her parents' marriage as a crisis in her country looms.",2020-03-20
s3704,MOVIE,"EL TESTIGO","KATE HORNE","JESÚS ABAD COLORADO","COLOMBIA, PERU, UNITED KINGDOM",2018,TV-14,"73 min","Documentaries, International Movies","Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.",2019-06-28
s6671,MOVIE,"EL ÚLTIMO TESTIGO","PHILIPP STÖLZL","AARON ECKHART, LIANA LIBERATO, OLGA KURYLENKO, GARRICK HAGON, ERIC GODON, YASSINE FADEL, NEIL NAPIER, DAVID BARK-JONES, ALEXANDER FEHLING, NICK ALACHIOTIS, JADE HASSOUNÉ","UNITED STATES, CANADA, BELGIUM, UNITED KINGDOM",2012,R,"105 min","Action & Adventure","A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.",2018-02-04
s6679,"TV SHOW","EL VATO",NULL,"EL DASA, CRISTINA RODLO, RICARDO POLANCO, GUSTAVO EGELHAAF, MAURICIO MARTÍNEZ, ITATÍ CANTORAL, ARCELIA RAMÍREZ, HORACIO CASTELO, FÁTIMA MOLINA, LEONARDO DANIEL, GIANCARLO VIDRIO, MÓNICA DIONNE, SEBASTIÁN FERRAT, MAURICIO ISAAC, ALDO GALLARDO, JULIO CASADO, ARNULFO REYES SANCHEZ, JOSÉ MARÍA DE TAVIRA, PABLO BRACHO, PATRICIO SEBASTIÁN","UNITED STATES",2017,TV-MA,"2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies","Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.",2018-02-24
s6680,MOVIE,"EL VIAJE: MÁRAMA Y ROMBAI","FEDERICO LEMOS",NULL,NULL,2016,TV-PG,"79 min","Children & Family Movies, Documentaries, International Movies","Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.",2017-10-18
s1847,MOVIE,"EL-KHAWAGA'S DILEMMA","PETER MIMI","HASSAN EL RADDAD, MOHAMED LOTFY, HANA EL ZAHED, HASSAN HOSNY, MAJED EL MASRY, MOHAMED EZZ, SAMIA TRABELSI, YASSER AL ZANKALOUNI, AHMED EL SOBKY, BAYOUMI FOUAD",EGYPT,2018,TV-14,"94 min","Action & Adventure, Comedies, International Movies","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends.",2020-10-15
s5546,MOVIE,ELAAN,"K. RAMANLAL","VINOD MEHRA, REKHA, VINOD KHANNA, HELEN, MADAN PURI, BRAHM BHARDWAJ",INDIA,1971,TV-14,"143 min","Action & Adventure, Cult Movies, International Movies","Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers.",2017-04-01
